card,interaction,ability_kind,invariant,message
"Guma","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Windreaper Falcon","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Windreaper Falcon","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"War Oracle","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"War Oracle","goldilocks_keyword_dead","","","keyword=renown: board was set up but nothing changed"
"Wall of Wood","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Silver Knight","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Silver Knight","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Skyhunter Patrol","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Skyhunter Patrol","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Duskdale Wurm","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Scaled Behemoth","goldilocks_keyword_dead","","","keyword=hexproof: board was set up but nothing changed"
"Maned Serval","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Viashino Runner","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Sabertooth Wyvern","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Sabertooth Wyvern","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Sea Eagle","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Alabaster Host Sanctifier","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Armored Griffin","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Armored Griffin","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Archers of Qarsi","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Archers of Qarsi","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Into the Time Vortex","goldilocks_keyword_dead","","","keyword=cascade: board was set up but nothing changed"
"Into the Time Vortex","goldilocks_keyword_dead","","","keyword=rebound: board was set up but nothing changed"
"Territorial Roc","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Kolaghan Skirmisher","goldilocks_keyword_dead","","","keyword=dash: board was set up but nothing changed"
"Warthog","goldilocks_keyword_dead","","","keyword=swampwalk: board was set up but nothing changed"
"Vassal Soul","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Branchblight Stalker","goldilocks_keyword_dead","","","keyword=toxic: board was set up but nothing changed"
"Brotherhood Ambushers","goldilocks_keyword_dead","","","keyword=freerunning: board was set up but nothing changed"
"Benthic Behemoth","goldilocks_keyword_dead","","","keyword=islandwalk: board was set up but nothing changed"
"Esper Cormorants","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Noxious Groodion","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Greater Mossdog","goldilocks_keyword_dead","","","keyword=dredge: board was set up but nothing changed"
"Strangleroot Geist","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Makindi Griffin","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Barging Sergeant","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Barging Sergeant","goldilocks_keyword_dead","","","keyword=mentor: board was set up but nothing changed"
"Imperious Oligarch","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Kjeldoran Skyknight","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Galewind Moose","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Kjeldoran Skyknight","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Galewind Moose","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Galewind Moose","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Kjeldoran Skyknight","goldilocks_keyword_dead","","","keyword=banding: board was set up but nothing changed"
"Galewind Moose","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Coiled Tinviper","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Lurking Crocodile","goldilocks_keyword_dead","","","keyword=bloodthirst: board was set up but nothing changed"
"Lurking Crocodile","goldilocks_keyword_dead","","","keyword=islandwalk: board was set up but nothing changed"
"Smoldering Butcher","goldilocks_keyword_dead","","","keyword=wither: board was set up but nothing changed"
"Salt Road Patrol","goldilocks_keyword_dead","","","keyword=outlast: board was set up but nothing changed"
"Ghor-Clan Wrecker","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Fighting Drake","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Bloodrage Vampire","goldilocks_keyword_dead","","","keyword=bloodthirst: board was set up but nothing changed"
"Brimstone Dragon","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Brimstone Dragon","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"War Mammoth","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Wall of Mist","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Wall of Air","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Wall of Air","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Crash of Rhinos","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Leaf Dancer","goldilocks_keyword_dead","","","keyword=forestwalk: board was set up but nothing changed"
"Sea Sprite","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Sea Sprite","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Ethercaste Knight","goldilocks_keyword_dead","","","keyword=exalted: board was set up but nothing changed"
"Stormfront Pegasus","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Kitesail Scout","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Corpulent Corpse","goldilocks_keyword_dead","","","keyword=fear: board was set up but nothing changed"
"Windseeker Centaur","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Somberwald Dryad","goldilocks_keyword_dead","","","keyword=forestwalk: board was set up but nothing changed"
"Apex Devastator","goldilocks_keyword_dead","","","keyword=cascade: board was set up but nothing changed"
"Apex Devastator","goldilocks_keyword_dead","","","keyword=cascade: board was set up but nothing changed"
"Ghirapur Osprey","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Apex Devastator","goldilocks_keyword_dead","","","keyword=cascade: board was set up but nothing changed"
"Apex Devastator","goldilocks_keyword_dead","","","keyword=cascade: board was set up but nothing changed"
"Lightning Hounds","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Magnigoth Sentry","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Flying Men","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Mudbutton Clanger","goldilocks_dead_effect","","","effect=ability_word abilityKind=static filterBase="""": board was set up but nothing changed"
"Skyspear Cavalry","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Hovermyr","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Skyspear Cavalry","goldilocks_keyword_dead","","","keyword=double strike: board was set up but nothing changed"
"Hovermyr","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Pharika's Chosen","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Thornweald Archer","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Thornweald Archer","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Voice of Duty","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Voice of Duty","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Zephyr Falcon","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Zephyr Falcon","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Tomakul Honor Guard","goldilocks_keyword_dead","","","keyword=ward: board was set up but nothing changed"
"Sigiled Paladin","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Sigiled Paladin","goldilocks_keyword_dead","","","keyword=exalted: board was set up but nothing changed"
"Phyrexian Soulgorger","goldilocks_keyword_dead","","","keyword=cumulative upkeep-sacrifice a creature: board was set up but nothing changed"
"Skysnare Spider","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Skysnare Spider","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Frog-Squirrels","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Nest Robber","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Darksteel Sentinel","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Darksteel Sentinel","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Darksteel Sentinel","goldilocks_keyword_dead","","","keyword=indestructible: board was set up but nothing changed"
"Promised Kannushi","goldilocks_keyword_dead","","","keyword=soulshift: board was set up but nothing changed"
"Shadow Glider","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Nightveil Predator","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Nightveil Predator","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Nightveil Predator","goldilocks_keyword_dead","","","keyword=hexproof: board was set up but nothing changed"
"Zodiac Snake","goldilocks_keyword_dead","","","keyword=swampwalk: board was set up but nothing changed"
"Commander Eesha","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Commander Eesha","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Hazerider Drake","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Hazerider Drake","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Citadel Castellan","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Citadel Castellan","goldilocks_keyword_dead","","","keyword=renown: board was set up but nothing changed"
